structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Medial accesory oculomotor nucleus,1.0,3.0,4.0,0.005976,0.006392,0.012368,167.33601070950468,469.3366708385482
Nucleus of Darkschewitsch,0.0,4.0,4.0,0.036732,0.039539,0.076271,0.0,101.16593742886771
"Anterior cingulate area, dorsal part, layer 5",3.0,0.0,3.0,0.42432600000000004,0.42544,0.849766,7.070035774381018,0.0
Subceruleus nucleus,1.0,2.0,3.0,0.011374,0.012127,0.023501,87.91981712678037,164.92125010307578
"Visceral area, layer 5",0.0,3.0,3.0,0.223602,0.206092,0.42969399999999996,0.0,14.556605787706461
Parapyramidal nucleus,0.0,3.0,3.0,0.04159,0.037009,0.078599,0.0,81.06136345213326
"Taenia tecta, ventral part",0.0,3.0,3.0,0.232907,0.193477,0.42638400000000004,0.0,15.505719026034102
"Ventral auditory area, layer 5",3.0,0.0,3.0,0.189147,0.171484,0.360631,15.860679788735744,0.0
Flocculus,2.0,1.0,3.0,0.397071,0.213991,0.611062,5.0368825726381425,4.673093728240907
Ventromedial hypothalamic nucleus,2.0,1.0,3.0,0.298456,0.286196,0.5846520000000001,6.701155279170129,3.4941089323400747
"Entorhinal area, lateral part, layer 2",1.0,2.0,3.0,0.7205020000000001,0.936246,1.656748,1.3879211993859835,2.1361907020163504
Ventral tegmental area,2.0,0.0,2.0,0.169574,0.165735,0.335309,11.79426091263991,0.0
medial lemniscus,1.0,1.0,2.0,0.270983,0.26145100000000004,0.532434,3.690268393220239,3.8248084727157283
medial longitudinal fascicle,0.0,2.0,2.0,0.065386,0.066276,0.131662,0.0,30.17683626048645
Linear nucleus of the medulla,2.0,0.0,2.0,0.052012,0.052134,0.104146,38.45266476966854,0.0
Nucleus of Roller,0.0,2.0,2.0,0.024468,0.029362,0.053829999999999996,0.0,68.11525100469996
"Anteromedial visual area, layer 6a",1.0,0.0,1.0,0.067316,0.073888,0.141204,14.855309287539367,0.0
"Nucleus ambiguus, dorsal division",0.0,1.0,1.0,0.0083,0.011107,0.019407,0.0,90.03331232556046
"Superior olivary complex, medial part",0.0,1.0,1.0,0.114156,0.103845,0.21800100000000003,0.0,9.62973662670326
Cuneiform nucleus,0.0,1.0,1.0,0.26071,0.257123,0.517833,0.0,3.889189220723156
Dorsal motor nucleus of the vagus nerve,0.0,1.0,1.0,0.137181,0.155639,0.29282,0.0,6.425124808049397
Ventral medial nucleus of the thalamus,0.0,1.0,1.0,0.533233,0.5331159999999999,1.0663489999999998,0.0,1.8757643739823981
"Periventricular hypothalamic nucleus, intermediate part",0.0,1.0,1.0,0.18329,0.1676,0.35089000000000004,0.0,5.966587112171838
"Retrosplenial area, dorsal part, layer 5",0.0,1.0,1.0,0.403366,0.455002,0.858368,0.0,2.1977925371756606
"Agranular insular area, dorsal part, layer 1",0.0,1.0,1.0,0.437236,0.301149,0.7383850000000001,0.0,3.320615376441562
"Superior olivary complex, lateral part",0.0,1.0,1.0,0.150303,0.17385799999999998,0.32416100000000003,0.0,5.751820451172796
fiber tracts,0.0,1.0,1.0,0.735368,0.7297859999999999,1.465154,0.0,1.3702647077362407
Subparaventricular zone,0.0,1.0,1.0,0.05639299999999999,0.056168,0.112561,0.0,17.803731662156387
"Gustatory areas, layer 5",0.0,1.0,1.0,0.200531,0.187222,0.387753,0.0,5.34125263056692
third ventricle,0.0,1.0,1.0,0.5687979999999999,0.596294,1.165092,0.0,1.6770250916494214
Field CA3,1.0,0.0,1.0,2.426835,2.431563,4.858397999999998,0.4120593283020889,0.0
"Primary somatosensory area, mouth, layer 5",0.0,1.0,1.0,0.444542,0.43812299999999993,0.8826649999999999,0.0,2.2824640568972643
"Primary somatosensory area, upper limb, layer 5",1.0,0.0,1.0,0.39849,0.358835,0.7573249999999999,2.509473261562398,0.0
"Orbital area, ventrolateral part, layer 5",1.0,0.0,1.0,0.145335,0.17821499999999998,0.32355,6.880655038359652,0.0
Nucleus accumbens,1.0,0.0,1.0,1.6805450000000002,1.737984,3.418529,0.5950450597871523,0.0
"Ventral auditory area, layer 4",1.0,0.0,1.0,0.08355,0.065481,0.149031,11.968880909634949,0.0
"Posterior auditory area, layer 4",1.0,0.0,1.0,0.022733,0.020442,0.043175,43.98891479347205,0.0
"Posterior auditory area, layer 2/3",1.0,0.0,1.0,0.050172,0.044965,0.095137,19.9314358606394,0.0
Medial preoptic nucleus,1.0,0.0,1.0,0.164493,0.177998,0.342491,6.079286048646447,0.0
"Orbital area, lateral part, layer 5",1.0,0.0,1.0,0.318954,0.385277,0.7042309999999999,3.1352483430212508,0.0
"Temporal association areas, layer 4",1.0,0.0,1.0,0.136825,0.098881,0.235706,7.308605883427736,0.0
Rostral linear nucleus raphe,1.0,0.0,1.0,0.021202000000000002,0.02175,0.042952,47.16536175832468,0.0
Thalamus,0.0,1.0,1.0,0.455175,0.469009,0.924184,0.0,2.132155246487807
"Tuberomammillary nucleus, ventral part",0.0,0.0,0.0,0.027125,0.023701,0.050826,0.0,0.0
"Primary somatosensory area, mouth, layer 6b",0.0,0.0,0.0,0.044626,0.045337,0.08996299999999999,0.0,0.0
internal capsule,0.0,0.0,0.0,1.116065,1.004212,2.120277,0.0,0.0
Principal sensory nucleus of the trigeminal,0.0,0.0,0.0,0.310694,0.285525,0.5962189999999999,0.0,0.0
"Superior colliculus, motor related, intermediate gray layer",0.0,0.0,0.0,0.843807,0.912568,1.7563749999999998,0.0,0.0
Interfascicular nucleus raphe,0.0,0.0,0.0,0.034079000000000005,0.03395,0.06802899999999999,0.0,0.0
Parataenial nucleus,0.0,0.0,0.0,0.123626,0.145156,0.268782,0.0,0.0
"Superior colliculus, motor related, intermediate white layer",0.0,0.0,0.0,0.976121,1.0709229999999998,2.047044,0.0,0.0
Induseum griseum,0.0,0.0,0.0,0.054002,0.056544000000000004,0.110546,0.0,0.0
"Superior colliculus, motor related, deep gray layer",0.0,0.0,0.0,0.5952419999999999,0.6648189999999999,1.260061,0.0,0.0
Intergeniculate leaflet of the lateral geniculate complex,0.0,0.0,0.0,0.035435,0.037864,0.073299,0.0,0.0
"Entorhinal area, lateral part, layer 6a",0.0,0.0,0.0,0.332518,0.368631,0.701149,0.0,0.0
"Periventricular hypothalamic nucleus, anterior part",0.0,0.0,0.0,0.029399,0.028082,0.057481,0.0,0.0
"Primary visual area, layer 6a",0.0,0.0,0.0,0.348756,0.32624899999999996,0.6750050000000001,0.0,0.0
Oculomotor nucleus,0.0,0.0,0.0,0.014066,0.014561000000000001,0.028627,0.0,0.0
"Gustatory areas, layer 1",0.0,0.0,0.0,0.121188,0.10826,0.229448,0.0,0.0
"posteromedial visual area, layer 2/3",0.0,0.0,0.0,0.081055,0.089766,0.170821,0.0,0.0
"Superior colliculus, motor related, deep white layer",0.0,0.0,0.0,0.163523,0.181112,0.34463499999999997,0.0,0.0
Precommissural nucleus,0.0,0.0,0.0,0.069564,0.065372,0.134936,0.0,0.0
"Entorhinal area, lateral part, layer 3",0.0,0.0,0.0,0.526892,0.6878879999999999,1.21478,0.0,0.0
medial forebrain bundle,0.0,0.0,0.0,0.014488,0.013384,0.027872000000000004,0.0,0.0
Medial terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.016107,0.015337,0.031444,0.0,0.0
Intermediodorsal nucleus of the thalamus,0.0,0.0,0.0,0.09057,0.093366,0.183936,0.0,0.0
Anterodorsal nucleus,0.0,0.0,0.0,0.090782,0.11479600000000001,0.205578,0.0,0.0
Lateral terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.006848999999999999,0.006783,0.013632,0.0,0.0
"Frontal pole, layer 1",0.0,0.0,0.0,0.037359,0.047154,0.08451299999999999,0.0,0.0
Anterodorsal preoptic nucleus,0.0,0.0,0.0,0.040947000000000004,0.042763,0.08370999999999999,0.0,0.0
"Lateral visual area, layer 6a",0.0,0.0,0.0,0.06570999999999999,0.059168,0.124878,0.0,0.0
Dorsal terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.004656,0.004521,0.009177,0.0,0.0
middle cerebellar peduncle,0.0,0.0,0.0,0.257302,0.265121,0.522423,0.0,0.0
lateral ventricle,0.0,0.0,0.0,1.256438,1.407295,2.663733,0.0,0.0
Inferior olivary complex,0.0,0.0,0.0,0.15390099999999998,0.162102,0.31600300000000003,0.0,0.0
Anterior hypothalamic nucleus,0.0,0.0,0.0,0.303535,0.35741300000000004,0.660948,0.0,0.0
Interposed nucleus,0.0,0.0,0.0,0.411416,0.424897,0.836313,0.0,0.0
motor root of the trigeminal nerve,0.0,0.0,0.0,0.010712000000000001,0.012802000000000001,0.023514,0.0,0.0
Dorsal cochlear nucleus,0.0,0.0,0.0,0.18793900000000002,0.154612,0.342551,0.0,0.0
"Temporal association areas, layer 1",0.0,0.0,0.0,0.240592,0.221739,0.46233100000000005,0.0,0.0
subependymal zone,0.0,0.0,0.0,0.059358,0.075829,0.135187,0.0,0.0
Interpeduncular nucleus,0.0,0.0,0.0,0.004481000000000001,0.004368,0.008849,0.0,0.0
Ventral cochlear nucleus,0.0,0.0,0.0,0.295026,0.181565,0.476591,0.0,0.0
nigrostriatal tract,0.0,0.0,0.0,0.039701,0.038441,0.07814199999999999,0.0,0.0
Inferior salivatory nucleus,0.0,0.0,0.0,0.002794,0.003396,0.006189999999999999,0.0,0.0
choroid plexus,0.0,0.0,0.0,0.816936,0.764428,1.581364,0.0,0.0
"Primary somatosensory area, lower limb, layer 2/3",0.0,0.0,0.0,0.324899,0.26398,0.5888789999999999,0.0,0.0
Trochlear nucleus,0.0,0.0,0.0,0.002719,0.002854,0.005573,0.0,0.0
optic chiasm,0.0,0.0,0.0,0.09477000000000001,0.095052,0.189822,0.0,0.0
"Lateral visual area, layer 6b",0.0,0.0,0.0,0.012379000000000001,0.011138,0.023517,0.0,0.0
"Superior olivary complex, periolivary region",0.0,0.0,0.0,0.173733,0.17488099999999998,0.348614,0.0,0.0
Koelliker-Fuse subnucleus,0.0,0.0,0.0,0.060602,0.052701,0.113303,0.0,0.0
optic tract,0.0,0.0,0.0,0.297191,0.301439,0.59863,0.0,0.0
"Periventricular hypothalamic nucleus, posterior part",0.0,0.0,0.0,0.039442000000000005,0.038202999999999994,0.07764499999999999,0.0,0.0
Lateral amygdalar nucleus,0.0,0.0,0.0,0.32044,0.279776,0.600216,0.0,0.0
"Prelimbic area, layer 6b",0.0,0.0,0.0,0.006528,0.009037,0.015565,0.0,0.0
"Periventricular hypothalamic nucleus, preoptic part",0.0,0.0,0.0,0.064915,0.064996,0.129911,0.0,0.0
"Entorhinal area, lateral part, layer 5",0.0,0.0,0.0,0.50857,0.611638,1.120208,0.0,0.0
cerebral aqueduct,0.0,0.0,0.0,0.135793,0.137512,0.273305,0.0,0.0
"Nucleus ambiguus, ventral division",0.0,0.0,0.0,0.012796,0.01515,0.027946,0.0,0.0
fourth ventricle,0.0,0.0,0.0,0.25924400000000003,0.248743,0.507987,0.0,0.0
Locus ceruleus,0.0,0.0,0.0,0.005621,0.005557,0.011178,0.0,0.0
"Gustatory areas, layer 4",0.0,0.0,0.0,0.06308699999999999,0.05664500000000001,0.119732,0.0,0.0
Paraventricular nucleus of the thalamus,0.0,0.0,0.0,0.252184,0.274165,0.526349,0.0,0.0
lateral recess,0.0,0.0,0.0,0.16195199999999998,0.14569100000000001,0.307643,0.0,0.0
Lateral dorsal nucleus of thalamus,0.0,0.0,0.0,0.5995229999999999,0.629699,1.229222,0.0,0.0
"Dorsal auditory area, layer 6a",0.0,0.0,0.0,0.05135,0.051764,0.10311400000000001,0.0,0.0
posterior commissure,0.0,0.0,0.0,0.019872,0.019483,0.039355,0.0,0.0
"Agranular insular area, posterior part, layer 2/3",0.0,0.0,0.0,0.332424,0.309969,0.642393,0.0,0.0
"central canal, spinal cord/medulla",0.0,0.0,0.0,0.000371,0.000366,0.000737,0.0,0.0
Nucleus prepositus,0.0,0.0,0.0,0.110401,0.113461,0.22386199999999998,0.0,0.0
"Prelimbic area, layer 1",0.0,0.0,0.0,0.115887,0.118753,0.23464000000000002,0.0,0.0
Retrochiasmatic area,0.0,0.0,0.0,0.060178,0.06831899999999999,0.12849699999999994,0.0,0.0
Ventral part of the lateral geniculate complex,0.0,0.0,0.0,0.246984,0.27534699999999995,0.522331,0.0,0.0
"Gustatory areas, layer 2/3",0.0,0.0,0.0,0.21011799999999997,0.185355,0.395473,0.0,0.0
Nucleus of reuniens,0.0,0.0,0.0,0.228674,0.271621,0.5002949999999999,0.0,0.0
Lateral habenula,0.0,0.0,0.0,0.138754,0.166542,0.305296,0.0,0.0
"Accessory olfactory bulb, glomerular layer",0.0,0.0,0.0,0.024478,0.037106,0.061584,0.0,0.0
Rhomboid nucleus,0.0,0.0,0.0,0.045663,0.050476,0.096139,0.0,0.0
pyramid,0.0,0.0,0.0,0.195245,0.18901800000000002,0.384263,0.0,0.0
"Accessory olfactory bulb, granular layer",0.0,0.0,0.0,0.026808,0.050002,0.07680999999999999,0.0,0.0
pyramidal decussation,0.0,0.0,0.0,0.027152,0.029989,0.057141,0.0,0.0
"Primary somatosensory area, barrel field, layer 2/3",0.0,0.0,0.0,0.5586209999999999,0.511957,1.0705779999999998,0.0,0.0
Medial vestibular nucleus,0.0,0.0,0.0,0.8808659999999999,0.8970440000000001,1.77791,0.0,0.0
"Accessory olfactory bulb, mitral layer",0.0,0.0,0.0,0.038633999999999995,0.065177,0.10381099999999999,0.0,0.0
Area postrema,0.0,0.0,0.0,0.046677,0.048893,0.09557,0.0,0.0
Lateral vestibular nucleus,0.0,0.0,0.0,0.11074400000000001,0.131328,0.24207199999999998,0.0,0.0
Lateral mammillary nucleus,0.0,0.0,0.0,0.017762999999999998,0.01622,0.033983,0.0,0.0
"Anterior cingulate area, dorsal part, layer 2/3",0.0,0.0,0.0,0.185873,0.183726,0.36959899999999996,0.0,0.0
Anterior pretectal nucleus,0.0,0.0,0.0,0.6954279999999999,0.693248,1.3886759999999998,0.0,0.0
Superior vestibular nucleus,0.0,0.0,0.0,0.159216,0.171652,0.330868,0.0,0.0
Lateral posterior nucleus of the thalamus,0.0,0.0,0.0,0.63061,0.6995709999999999,1.330181,0.0,0.0
Arcuate hypothalamic nucleus,0.0,0.0,0.0,0.13891499999999998,0.13606300000000002,0.27497799999999994,0.0,0.0
Spinal vestibular nucleus,0.0,0.0,0.0,0.411617,0.432611,0.8442280000000001,0.0,0.0
Lateral preoptic area,0.0,0.0,0.0,0.189054,0.208947,0.39800100000000005,0.0,0.0
sensory root of the trigeminal nerve,0.0,0.0,0.0,0.118002,0.15217799999999998,0.27018000000000003,0.0,0.0
Nucleus raphe pallidus,0.0,0.0,0.0,0.019892,0.019901,0.039793,0.0,0.0
Anterior tegmental nucleus,0.0,0.0,0.0,0.01915,0.020464,0.039614,0.0,0.0
"Anterolateral visual area, layer 5",0.0,0.0,0.0,0.056944,0.053895000000000005,0.11083900000000001,0.0,0.0
solitary tract,0.0,0.0,0.0,0.010328,0.008003999999999999,0.018331999999999998,0.0,0.0
Nucleus raphe pontis,0.0,0.0,0.0,0.047729,0.048228,0.095957,0.0,0.0
"Dorsal auditory area, layer 6b",0.0,0.0,0.0,0.008213999999999999,0.008473,0.016687,0.0,0.0
"Midbrain reticular nucleus, retrorubral area",0.0,0.0,0.0,0.08660999999999999,0.075539,0.162149,0.0,0.0
"Posterior auditory area, layer 6a",0.0,0.0,0.0,0.019752000000000002,0.01944,0.039192000000000005,0.0,0.0
"Lateral septal nucleus, caudal (caudodorsal) part",0.0,0.0,0.0,0.303442,0.339135,0.6425770000000001,0.0,0.0
"Primary auditory area, layer 2/3",0.0,0.0,0.0,0.176619,0.14940699999999998,0.32602600000000004,0.0,0.0
"Dorsal auditory area, layer 5",0.0,0.0,0.0,0.099527,0.094148,0.193675,0.0,0.0
Anteroventral nucleus of thalamus,0.0,0.0,0.0,0.231096,0.256483,0.487579,0.0,0.0
"posteromedial visual area, layer 6a",0.0,0.0,0.0,0.06335,0.06788999999999999,0.13124,0.0,0.0
"Lateral septal nucleus, rostral (rostroventral) part",0.0,0.0,0.0,0.8329179999999999,0.923357,1.756275,0.0,0.0
"Nucleus of the lateral olfactory tract, molecular layer",0.0,0.0,0.0,0.043297,0.051547,0.09484399999999997,0.0,0.0
Reticular nucleus of the thalamus,0.0,0.0,0.0,0.846116,0.77882,1.6249360000000002,0.0,0.0
Anteroventral preoptic nucleus,0.0,0.0,0.0,0.029357,0.029601,0.058958,0.0,0.0
"Lateral septal nucleus, ventral part",0.0,0.0,0.0,0.239323,0.243849,0.4831719999999999,0.0,0.0
"Nucleus of the lateral olfactory tract, pyramidal layer",0.0,0.0,0.0,0.058526,0.072791,0.13131700000000002,0.0,0.0
"Posterolateral visual area, layer 2/3",0.0,0.0,0.0,0.045214,0.05513099999999999,0.100345,0.0,0.0
Nucleus sagulum,0.0,0.0,0.0,0.036003,0.042431,0.078434,0.0,0.0
Anteroventral periventricular nucleus,0.0,0.0,0.0,0.062104,0.058161000000000004,0.12026500000000001,0.0,0.0
"Retrosplenial area, lateral agranular part, layer 6b",0.0,0.0,0.0,0.016353,0.017648,0.034000999999999997,0.0,0.0
"Anteromedial visual area, layer 1",0.0,0.0,0.0,0.038571,0.018266,0.056837,0.0,0.0
Suprachiasmatic nucleus,0.0,0.0,0.0,0.026235,0.026485,0.05272,0.0,0.0
Bed nucleus of the anterior commissure,0.0,0.0,0.0,0.00303,0.003208,0.0062380000000000005,0.0,0.0
"Orbital area, ventrolateral part, layer 2/3",0.0,0.0,0.0,0.111578,0.13494599999999998,0.246524,0.0,0.0
"Temporal association areas, layer 5",0.0,0.0,0.0,0.342839,0.284688,0.6275270000000001,0.0,0.0
Bed nucleus of the accessory olfactory tract,0.0,0.0,0.0,0.010828,0.013126,0.023954,0.0,0.0
"Anterior cingulate area, ventral part, layer 2/3",0.0,0.0,0.0,0.188643,0.204624,0.393267,0.0,0.0
stria terminalis,0.0,0.0,0.0,0.179984,0.159129,0.339113,0.0,0.0
"Basolateral amygdalar nucleus, anterior part",0.0,0.0,0.0,0.272689,0.25669200000000003,0.529381,0.0,0.0
"Prelimbic area, layer 2/3",0.0,0.0,0.0,0.098418,0.104281,0.202699,0.0,0.0
"Primary visual area, layer 6b",0.0,0.0,0.0,0.05693,0.054053,0.110983,0.0,0.0
Septofimbrial nucleus,0.0,0.0,0.0,0.249529,0.255243,0.504772,0.0,0.0
"Basolateral amygdalar nucleus, posterior part",0.0,0.0,0.0,0.298142,0.329977,0.6281189999999999,0.0,0.0
"Agranular insular area, posterior part, layer 6a",0.0,0.0,0.0,0.14637,0.131397,0.277767,0.0,0.0
Supragenual nucleus,0.0,0.0,0.0,0.009383,0.008662000000000001,0.018045,0.0,0.0
"Primary motor area, Layer 1",0.0,0.0,0.0,0.818369,0.551904,1.3702729999999999,0.0,0.0
Subgeniculate nucleus,0.0,0.0,0.0,0.018483000000000003,0.023536,0.042019,0.0,0.0
Suprageniculate nucleus,0.0,0.0,0.0,0.08408600000000001,0.082338,0.166424,0.0,0.0
"Basomedial amygdalar nucleus, anterior part",0.0,0.0,0.0,0.27875900000000003,0.323181,0.6019399999999999,0.0,0.0
"Agranular insular area, dorsal part, layer 2/3",0.0,0.0,0.0,0.531557,0.489219,1.0207760000000001,0.0,0.0
"Retrosplenial area, dorsal part, layer 6b",0.0,0.0,0.0,0.013030000000000002,0.014428,0.027458,0.0,0.0
Accessory supraoptic group,0.0,0.0,0.0,0.002822,0.0035520000000000005,0.006374,0.0,0.0
Septohippocampal nucleus,0.0,0.0,0.0,0.013949000000000001,0.015555000000000001,0.029504000000000002,0.0,0.0
"Basomedial amygdalar nucleus, posterior part",0.0,0.0,0.0,0.328291,0.339532,0.6678229999999999,0.0,0.0
