structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Nucleus raphe obscurus,17.0,12.0,29.0,0.021941,0.021849,0.04379,774.8051592908255,549.2242207881368
Interstitial nucleus of Cajal,16.0,9.0,25.0,0.042744,0.046182,0.088926,374.3215422047539,194.88112251526567
Hypothalamus,8.0,16.0,24.0,1.419247,1.4152040000000001,2.834451,5.636791904439467,11.305790543271499
"Entorhinal area, lateral part, layer 1",15.0,9.0,24.0,0.955224,0.649686,1.6049099999999998,15.703123037109622,13.852845836296304
Spinal vestibular nucleus,6.0,17.0,23.0,0.42516000000000004,0.5366339999999999,0.961794,14.112334180073383,31.678946917265776
Periaqueductal gray,9.0,14.0,23.0,2.609812,2.544265,5.154076999999999,3.4485242615176883,5.502571469559971
Paraventricular hypothalamic nucleus,5.0,17.0,22.0,0.096197,0.104406,0.200603,51.976672869216294,162.82589123230466
Medial vestibular nucleus,8.0,14.0,22.0,1.125482,1.17039,2.295872,7.108065699851263,11.961824690914995
Parvicellular reticular nucleus,1.0,18.0,19.0,1.493551,1.7281419999999998,3.221693,0.6695452649424091,10.415810737775022
Zona incerta,4.0,14.0,18.0,0.92543,0.890689,1.8161189999999998,4.322315031931103,15.718168743523274
"Temporal association areas, layer 5",5.0,10.0,15.0,0.472009,0.487892,0.959901,10.593018353463599,20.496339353791413
"Paraventricular hypothalamic nucleus, descending division",5.0,10.0,15.0,0.08443400000000001,0.08974599999999999,0.17418,59.217850628893565,111.42557885588216
trapezoid body,15.0,0.0,15.0,0.16384500000000002,0.151311,0.315156,91.54994049253867,0.0
Subceruleus nucleus,9.0,5.0,14.0,0.016024999999999998,0.017084000000000002,0.033109,561.622464898596,292.67150550222425
"Primary somatosensory area, lower limb, layer 6a",14.0,0.0,14.0,0.389253,0.38510700000000003,0.7743599999999999,35.966325243479176,0.0
"Supplemental somatosensory area, layer 5",1.0,13.0,14.0,0.8548319999999999,0.949416,1.804248,1.1698205027420594,13.692627889144484
Piriform-amygdalar area,11.0,2.0,13.0,0.429253,0.433252,0.862505,25.625912923147887,4.616251050197113
Midbrain,8.0,5.0,13.0,3.802375,3.804152,7.606527000000001,2.1039481902758146,1.314353369686595
Nucleus of reuniens,4.0,8.0,12.0,0.264856,0.281264,0.5461199999999999,15.102546289304378,28.443028613686785
"Entorhinal area, lateral part, layer 2",5.0,7.0,12.0,1.0681260000000001,0.908432,1.976558,4.681095675978302,7.705585008013808
"Agranular insular area, posterior part, layer 5",1.0,11.0,12.0,0.362635,0.364818,0.7274529999999999,2.7575937237166848,30.152021007735367
Postpiriform transition area,8.0,2.0,10.0,0.841699,0.7458319999999999,1.5875309999999998,9.504585368403669,2.6815690396764955
"Gustatory areas, layer 5",6.0,3.0,9.0,0.254764,0.256364,0.511128,23.55120817697948,11.702111060835376
"Basomedial amygdalar nucleus, posterior part",9.0,0.0,9.0,0.353765,0.341152,0.694917,25.440617358981246,0.0
"Perirhinal area, layer 1",9.0,0.0,9.0,0.20711500000000002,0.159178,0.366293,43.45411969195857,0.0
"Temporal association areas, layer 2/3",6.0,2.0,8.0,0.454165,0.45367,0.9078350000000001,13.21105765525745,4.408490753190645
lateral lemniscus,6.0,2.0,8.0,0.41554300000000005,0.403019,0.818562,14.438938930507792,4.962545190177138
"Ventral auditory area, layer 5",2.0,6.0,8.0,0.281405,0.33065100000000003,0.6120559999999999,7.1071942573870395,18.146021031238373
Anterior olfactory nucleus,0.0,7.0,7.0,2.197061,2.582638,4.779698999999999,0.0,2.7104069559884114
Thalamus,3.0,4.0,7.0,0.5724090000000001,0.592218,1.164627,5.241007740968433,6.7542695426346375
"Superior olivary complex, lateral part",7.0,0.0,7.0,0.184015,0.16747399999999998,0.35148899999999994,38.040377143167674,0.0
Nucleus x,7.0,0.0,7.0,0.020813,0.036631,0.057444,336.32825637822515,0.0
"Basolateral amygdalar nucleus, ventral part",6.0,0.0,6.0,0.15379500000000002,0.141539,0.29533400000000004,39.01297181312786,0.0
"Primary somatosensory area, mouth, layer 2/3",0.0,6.0,6.0,0.7723629999999999,0.8218260000000001,1.594189,0.0,7.3008155010914715
"Primary auditory area, layer 5",6.0,0.0,6.0,0.297418,0.333493,0.630911,20.173627688976456,0.0
superior cerebelar peduncles,2.0,4.0,6.0,0.244678,0.25750700000000004,0.502185,8.174008288444405,15.533558311036202
Ventromedial hypothalamic nucleus,2.0,4.0,6.0,0.286434,0.299671,0.5861049999999999,6.982411305920386,13.347971608864388
"Primary somatosensory area, mouth, layer 1",0.0,5.0,5.0,0.464604,0.487641,0.9522450000000001,0.0,10.253444644728397
"Agranular insular area, posterior part, layer 2/3",0.0,5.0,5.0,0.465905,0.47475500000000004,0.94066,0.0,10.531747954207958
Supratrigeminal nucleus,3.0,2.0,5.0,0.165158,0.159224,0.324382,18.164424369391735,12.56092046425162
"Secondary motor area, layer 6a",4.0,0.0,4.0,1.241165,1.3369529999999998,2.578118,3.2227785991387123,0.0
"Entorhinal area, lateral part, layer 3",4.0,0.0,4.0,0.7409129999999999,0.640984,1.381897,5.398744521961419,0.0
rubrospinal tract,3.0,1.0,4.0,0.2615,0.28076100000000004,0.542261,11.47227533460803,3.5617482485102983
"Cortical amygdalar area, posterior part, lateral zone",1.0,3.0,4.0,0.46631000000000006,0.473339,0.939649,2.1444961506294096,6.3379522921204465
"Visceral area, layer 5",4.0,0.0,4.0,0.330282,0.319658,0.64994,12.110862838422923,0.0
Parabrachial nucleus,2.0,2.0,4.0,0.46020900000000003,0.485986,0.946195,4.345851558748308,4.115344886478211
"Anterior cingulate area, dorsal part, layer 6a",1.0,3.0,4.0,0.434516,0.451167,0.885683,2.3014112253633927,6.6494224976560785
Tuberal nucleus,0.0,4.0,4.0,0.255653,0.25849,0.514143,0.0,15.474486440481257
"Retrosplenial area, lateral agranular part, layer 5",4.0,0.0,4.0,0.355405,0.377012,0.7324169999999999,11.254765689846794,0.0
Locus ceruleus,1.0,2.0,3.0,0.00735,0.007626999999999998,0.014977,136.0544217687075,262.22630129802025
"Temporal association areas, layer 4",3.0,0.0,3.0,0.172875,0.174539,0.347414,17.35357917570499,0.0
Ectorhinal area/Layer 1,1.0,2.0,3.0,0.258257,0.199268,0.457525,3.872111888545131,10.036734448079972
"Anterior area, layer 5",3.0,0.0,3.0,0.178965,0.189802,0.368767,16.763054228480428,0.0
"Primary somatosensory area, barrel field, layer 5",0.0,3.0,3.0,0.536198,0.596043,1.132241,0.0,5.033193913861919
"Supplemental somatosensory area, layer 1",0.0,3.0,3.0,0.742266,0.799713,1.541979,0.0,3.7513457953040654
medial lemniscus,1.0,1.0,2.0,0.363906,0.357942,0.7218479999999999,2.7479623858908617,2.793748707891223
"Agranular insular area, posterior part, layer 1",0.0,2.0,2.0,0.270224,0.29447399999999996,0.5646979999999999,0.0,6.791771090147178
"Visceral area, layer 2/3",2.0,0.0,2.0,0.35240900000000003,0.33946,0.691869,5.6752239585254625,0.0
Crus 2,0.0,2.0,2.0,1.519211,1.689253,3.208464,0.0,1.1839552749055353
"Primary somatosensory area, mouth, layer 6a",0.0,2.0,2.0,0.6892560000000001,0.699649,1.3889049999999998,0.0,2.858576228937653
optic tract,2.0,0.0,2.0,0.337794,0.342465,0.6802590000000001,5.920768278891869,0.0
"Primary somatosensory area, upper limb, layer 5",0.0,2.0,2.0,0.44242,0.459197,0.901617,0.0,4.355429151322853
Ectorhinal area/Layer 2/3,2.0,0.0,2.0,0.333507,0.319313,0.65282,5.996875627797917,0.0
Subparafascicular area,1.0,1.0,2.0,0.08667799999999999,0.08603200000000001,0.17270999999999995,11.536952860010615,11.623581923005391
Anterior amygdalar area,2.0,0.0,2.0,0.22975700000000002,0.246535,0.476292,8.70484903615559,0.0
"Agranular insular area, dorsal part, layer 5",2.0,0.0,2.0,0.710094,0.698792,1.408886,2.81652851594296,0.0
Lobules IV-V,2.0,0.0,2.0,2.915232,3.3754129999999996,6.290645,0.6860517447667973,0.0
"Retrosplenial area, ventral part, layer 5",2.0,0.0,2.0,0.7230810000000001,0.775413,1.498494,2.7659418516044534,0.0
"Gustatory areas, layer 1",0.0,1.0,1.0,0.138605,0.145454,0.284059,0.0,6.87502578134668
"Primary somatosensory area, upper limb, layer 6a",0.0,1.0,1.0,0.5683819999999999,0.6139220000000001,1.1823039999999998,0.0,1.6288714201478363
"Temporal association areas, layer 1",0.0,1.0,1.0,0.380204,0.392647,0.7728510000000001,0.0,2.546816860946346
Perireunensis nucleus,0.0,1.0,1.0,0.101055,0.105301,0.206356,0.0,9.496585977341145
medial longitudinal fascicle,0.0,1.0,1.0,0.07989099999999999,0.08236399999999999,0.16225499999999998,0.0,12.141226749550775
Lateral vestibular nucleus,0.0,1.0,1.0,0.125506,0.150085,0.27559100000000003,0.0,6.6628910284172305
"Gustatory areas, layer 2/3",0.0,1.0,1.0,0.26713600000000004,0.272872,0.540008,0.0,3.664721920900642
third ventricle,0.0,1.0,1.0,0.7383949999999999,0.657748,1.3961430000000001,0.0,1.5203390964320682
"Prelimbic area, layer 6a",0.0,1.0,1.0,0.22484,0.205368,0.430208,0.0,4.869307779206109
Substantia innominata,0.0,1.0,1.0,1.431963,1.326897,2.75886,0.0,0.7536379990308215
"Nucleus ambiguus, ventral division",0.0,1.0,1.0,0.017637,0.018687,0.036324,0.0,53.513137475250176
"Entorhinal area, medial part, dorsal zone, layer 1",0.0,1.0,1.0,0.5136809999999999,0.464132,0.977813,0.0,2.154559478768971
Main olfactory bulb,0.0,1.0,1.0,5.003233,9.199528,14.202761,0.0,0.10870122901957578
Peritrigeminal zone,0.0,1.0,1.0,0.233083,0.21455700000000003,0.44764,0.0,4.660766136737556
root,0.0,1.0,1.0,1.828256,1.7766689999999998,3.604925,0.0,0.5628510431599809
"Superior olivary complex, periolivary region",1.0,0.0,1.0,0.200636,0.201932,0.402568,4.984150401722522,0.0
Ventral cochlear nucleus,0.0,1.0,1.0,0.404654,0.366715,0.771369,0.0,2.726913270523431
Parapyramidal nucleus,1.0,0.0,1.0,0.06193099999999999,0.065715,0.12764599999999998,16.14700230902133,0.0
Olfactory areas,1.0,0.0,1.0,1.798504,2.233142,4.031646,0.5560176680174189,0.0
"Supplemental somatosensory area, layer 4",1.0,0.0,1.0,0.5001829999999999,0.5820850000000001,1.082268,1.9992682678139804,0.0
"Retrosplenial area, lateral agranular part, layer 6a",1.0,0.0,1.0,0.206506,0.216108,0.42261400000000005,4.842474310673782,0.0
Nucleus of Darkschewitsch,1.0,0.0,1.0,0.04886,0.051775,0.100635,20.46663937781416,0.0
"Cortical amygdalar area, posterior part, medial zone",1.0,0.0,1.0,0.49389700000000003,0.493266,0.9871629999999999,2.0247136548713596,0.0
"Entorhinal area, lateral part, layer 5",1.0,0.0,1.0,0.745923,0.621265,1.3671879999999998,1.3406209488110703,0.0
Anterior hypothalamic nucleus,1.0,0.0,1.0,0.381285,0.383252,0.764537,2.6227100462908326,0.0
"Primary motor area, Layer 2/3",1.0,0.0,1.0,1.9582970000000002,1.989657,3.947954,0.5106477720182383,0.0
"Cortical amygdalar area, anterior part",1.0,0.0,1.0,0.273461,0.318828,0.5922890000000001,3.656828578846709,0.0
"Ventral auditory area, layer 4",1.0,0.0,1.0,0.111391,0.13180899999999998,0.2432,8.977385964754783,0.0
"Primary auditory area, layer 4",1.0,0.0,1.0,0.101836,0.117599,0.219435,9.819710122157195,0.0
Olfactory tubercle,1.0,0.0,1.0,1.7865289999999998,1.5736430000000001,3.3601719999999995,0.559744622113607,0.0
"Dorsal auditory area, layer 5",1.0,0.0,1.0,0.146058,0.16411399999999998,0.310172,6.846595188212902,0.0
Flocculus,0.0,1.0,1.0,0.5275299999999999,0.402139,0.929669,0.0,2.486702359134528
"Tuberomammillary nucleus, ventral part",0.0,0.0,0.0,0.037226,0.036031,0.07325699999999999,0.0,0.0
"Primary somatosensory area, mouth, layer 6b",0.0,0.0,0.0,0.049286,0.050516000000000005,0.099802,0.0,0.0
internal capsule,0.0,0.0,0.0,1.077821,1.153827,2.231648,0.0,0.0
Principal sensory nucleus of the trigeminal,0.0,0.0,0.0,0.419279,0.391673,0.8109519999999999,0.0,0.0
"Primary somatosensory area, trunk, layer 6a",0.0,0.0,0.0,0.115485,0.123775,0.23926,0.0,0.0
"Superior colliculus, motor related, intermediate gray layer",0.0,0.0,0.0,1.123185,1.13459,2.257775,0.0,0.0
Interfascicular nucleus raphe,0.0,0.0,0.0,0.046418,0.045626,0.092044,0.0,0.0
Parataenial nucleus,0.0,0.0,0.0,0.14733800000000002,0.14599600000000001,0.29333400000000004,0.0,0.0
"Superior colliculus, motor related, intermediate white layer",0.0,0.0,0.0,1.2973169999999998,1.327136,2.624453,0.0,0.0
Induseum griseum,0.0,0.0,0.0,0.06372799999999999,0.06431100000000001,0.12803900000000001,0.0,0.0
"Superior colliculus, motor related, deep gray layer",0.0,0.0,0.0,0.784608,0.7655759999999999,1.5501839999999998,0.0,0.0
Intergeniculate leaflet of the lateral geniculate complex,0.0,0.0,0.0,0.047514,0.050239,0.09775299999999999,0.0,0.0
"Entorhinal area, lateral part, layer 6a",0.0,0.0,0.0,0.5273399999999999,0.40229000000000004,0.92963,0.0,0.0
"Periventricular hypothalamic nucleus, anterior part",0.0,0.0,0.0,0.018852,0.0192,0.038051999999999996,0.0,0.0
"Primary visual area, layer 6a",0.0,0.0,0.0,0.448996,0.486964,0.93596,0.0,0.0
Oculomotor nucleus,0.0,0.0,0.0,0.017536000000000003,0.018398,0.035933999999999994,0.0,0.0
"posteromedial visual area, layer 2/3",0.0,0.0,0.0,0.13936500000000002,0.151368,0.290733,0.0,0.0
"Superior colliculus, motor related, deep white layer",0.0,0.0,0.0,0.211707,0.198708,0.410415,0.0,0.0
Precommissural nucleus,0.0,0.0,0.0,0.105126,0.10378399999999999,0.20891,0.0,0.0
medial forebrain bundle,0.0,0.0,0.0,0.019314,0.01926,0.038574000000000004,0.0,0.0
Nucleus accumbens,0.0,0.0,0.0,1.807889,1.848862,3.6567510000000003,0.0,0.0
Medial terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.020897,0.020707,0.041604,0.0,0.0
Intermediodorsal nucleus of the thalamus,0.0,0.0,0.0,0.147725,0.144135,0.29186,0.0,0.0
Anterodorsal nucleus,0.0,0.0,0.0,0.157857,0.125589,0.28344600000000003,0.0,0.0
Lateral terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.007935,0.008136,0.016071000000000002,0.0,0.0
"Frontal pole, layer 1",0.0,0.0,0.0,0.074739,0.08873299999999999,0.163472,0.0,0.0
Anterodorsal preoptic nucleus,0.0,0.0,0.0,0.043665,0.038291000000000006,0.081956,0.0,0.0
"Lateral visual area, layer 6a",0.0,0.0,0.0,0.09274500000000001,0.08862300000000001,0.181368,0.0,0.0
Dorsal terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.00576,0.006429000000000001,0.012188999999999998,0.0,0.0
middle cerebellar peduncle,0.0,0.0,0.0,0.371035,0.356031,0.727066,0.0,0.0
lateral ventricle,0.0,0.0,0.0,2.258103,2.430127,4.688229999999999,0.0,0.0
Inferior olivary complex,0.0,0.0,0.0,0.24077,0.25503600000000004,0.495806,0.0,0.0
Interposed nucleus,0.0,0.0,0.0,0.274584,0.649565,0.924149,0.0,0.0
motor root of the trigeminal nerve,0.0,0.0,0.0,0.0177,0.015186000000000002,0.032886,0.0,0.0
Dorsal cochlear nucleus,0.0,0.0,0.0,0.21650300000000003,0.257385,0.47388800000000003,0.0,0.0
subependymal zone,0.0,0.0,0.0,0.110383,0.125417,0.2358,0.0,0.0
Interpeduncular nucleus,0.0,0.0,0.0,0.005966,0.005947999999999999,0.011914,0.0,0.0
nigrostriatal tract,0.0,0.0,0.0,0.05578,0.054295,0.110075,0.0,0.0
"Superior olivary complex, medial part",0.0,0.0,0.0,0.127992,0.116585,0.244577,0.0,0.0
Inferior salivatory nucleus,0.0,0.0,0.0,0.00379,0.004613,0.008403,0.0,0.0
choroid plexus,0.0,0.0,0.0,1.147848,1.150971,2.298819,0.0,0.0
"Primary somatosensory area, lower limb, layer 2/3",0.0,0.0,0.0,0.367347,0.375636,0.742983,0.0,0.0
Trochlear nucleus,0.0,0.0,0.0,0.0034700000000000004,0.003491,0.006961,0.0,0.0
optic chiasm,0.0,0.0,0.0,0.094769,0.093651,0.18842,0.0,0.0
"Periventricular hypothalamic nucleus, intermediate part",0.0,0.0,0.0,0.127198,0.12650799999999998,0.253706,0.0,0.0
"Lateral visual area, layer 6b",0.0,0.0,0.0,0.017334,0.016656999999999998,0.033990999999999987,0.0,0.0
Koelliker-Fuse subnucleus,0.0,0.0,0.0,0.07975700000000001,0.074491,0.154248,0.0,0.0
"Periventricular hypothalamic nucleus, posterior part",0.0,0.0,0.0,0.044095,0.047163,0.091258,0.0,0.0
Lateral amygdalar nucleus,0.0,0.0,0.0,0.337613,0.323687,0.6613,0.0,0.0
"Prelimbic area, layer 6b",0.0,0.0,0.0,0.012337,0.011531,0.023868,0.0,0.0
"Periventricular hypothalamic nucleus, preoptic part",0.0,0.0,0.0,0.050416,0.050531,0.10094700000000001,0.0,0.0
cerebral aqueduct,0.0,0.0,0.0,0.17368499999999998,0.174545,0.34823000000000004,0.0,0.0
fourth ventricle,0.0,0.0,0.0,0.315046,0.325662,0.6407079999999999,0.0,0.0
"Gustatory areas, layer 4",0.0,0.0,0.0,0.082177,0.08392000000000001,0.166097,0.0,0.0
Paraventricular nucleus of the thalamus,0.0,0.0,0.0,0.341477,0.342605,0.684082,0.0,0.0
lateral recess,0.0,0.0,0.0,0.166269,0.21074,0.37700900000000004,0.0,0.0
Lateral dorsal nucleus of thalamus,0.0,0.0,0.0,0.8869940000000001,0.8478379999999999,1.734832,0.0,0.0
"Dorsal auditory area, layer 6a",0.0,0.0,0.0,0.07626999999999999,0.088554,0.16482399999999994,0.0,0.0
posterior commissure,0.0,0.0,0.0,0.028707,0.028008,0.056714999999999995,0.0,0.0
"central canal, spinal cord/medulla",0.0,0.0,0.0,0.000314,0.00032599999999999996,0.0006399999999999999,0.0,0.0
Nucleus prepositus,0.0,0.0,0.0,0.152088,0.168238,0.320326,0.0,0.0
"Prelimbic area, layer 1",0.0,0.0,0.0,0.211876,0.213473,0.425349,0.0,0.0
Retrochiasmatic area,0.0,0.0,0.0,0.072143,0.07243,0.144573,0.0,0.0
Nucleus of Roller,0.0,0.0,0.0,0.021527,0.020844,0.042370999999999985,0.0,0.0
Ventral part of the lateral geniculate complex,0.0,0.0,0.0,0.304561,0.333062,0.6376229999999999,0.0,0.0
Lateral habenula,0.0,0.0,0.0,0.16960599999999998,0.215045,0.384651,0.0,0.0
"Accessory olfactory bulb, glomerular layer",0.0,0.0,0.0,0.047189,0.079965,0.127154,0.0,0.0
Rhomboid nucleus,0.0,0.0,0.0,0.066204,0.06704,0.133244,0.0,0.0
pyramid,0.0,0.0,0.0,0.293393,0.288324,0.5817169999999999,0.0,0.0
"Accessory olfactory bulb, granular layer",0.0,0.0,0.0,0.056532000000000006,0.093194,0.149726,0.0,0.0
Rostral linear nucleus raphe,0.0,0.0,0.0,0.027689,0.027983,0.055672,0.0,0.0
pyramidal decussation,0.0,0.0,0.0,0.022812,0.023828,0.04664,0.0,0.0
"Primary somatosensory area, barrel field, layer 2/3",0.0,0.0,0.0,0.6404350000000001,0.688114,1.328549,0.0,0.0
Linear nucleus of the medulla,0.0,0.0,0.0,0.061698,0.061070000000000006,0.122768,0.0,0.0
"Accessory olfactory bulb, mitral layer",0.0,0.0,0.0,0.078217,0.134595,0.212812,0.0,0.0
Area postrema,0.0,0.0,0.0,0.047059,0.044761,0.09181999999999997,0.0,0.0
Lateral mammillary nucleus,0.0,0.0,0.0,0.022142,0.022616,0.044758,0.0,0.0
"Anterior cingulate area, dorsal part, layer 2/3",0.0,0.0,0.0,0.27766,0.281513,0.5591729999999999,0.0,0.0
Anterior pretectal nucleus,0.0,0.0,0.0,0.875131,0.971013,1.846144,0.0,0.0
Superior vestibular nucleus,0.0,0.0,0.0,0.160193,0.211304,0.371497,0.0,0.0
Lateral posterior nucleus of the thalamus,0.0,0.0,0.0,0.7765019999999999,0.836901,1.6134030000000001,0.0,0.0
Arcuate hypothalamic nucleus,0.0,0.0,0.0,0.137024,0.135598,0.27262200000000003,0.0,0.0
Lateral preoptic area,0.0,0.0,0.0,0.24647,0.224948,0.471418,0.0,0.0
sensory root of the trigeminal nerve,0.0,0.0,0.0,0.182793,0.163217,0.34601,0.0,0.0
Nucleus raphe pallidus,0.0,0.0,0.0,0.032974,0.033128,0.066102,0.0,0.0
Anterior tegmental nucleus,0.0,0.0,0.0,0.025707,0.026757,0.052464,0.0,0.0
"Anterolateral visual area, layer 5",0.0,0.0,0.0,0.083712,0.08619299999999999,0.16990499999999994,0.0,0.0
solitary tract,0.0,0.0,0.0,0.007946,0.006329,0.014275,0.0,0.0
Nucleus raphe pontis,0.0,0.0,0.0,0.054478,0.054976,0.109454,0.0,0.0
"Dorsal auditory area, layer 6b",0.0,0.0,0.0,0.012378,0.014307,0.026685000000000004,0.0,0.0
"Midbrain reticular nucleus, retrorubral area",0.0,0.0,0.0,0.096064,0.096928,0.192992,0.0,0.0
"Posterior auditory area, layer 6a",0.0,0.0,0.0,0.033369,0.032447000000000004,0.06581599999999999,0.0,0.0
"Lateral septal nucleus, caudal (caudodorsal) part",0.0,0.0,0.0,0.391833,0.283355,0.6751879999999999,0.0,0.0
"Primary auditory area, layer 2/3",0.0,0.0,0.0,0.21766999999999997,0.257877,0.475547,0.0,0.0
Anteroventral nucleus of thalamus,0.0,0.0,0.0,0.331164,0.298312,0.6294759999999999,0.0,0.0
"posteromedial visual area, layer 6a",0.0,0.0,0.0,0.073688,0.07757,0.151258,0.0,0.0
"Lateral septal nucleus, rostral (rostroventral) part",0.0,0.0,0.0,1.051481,0.695897,1.747378,0.0,0.0
"Nucleus of the lateral olfactory tract, molecular layer",0.0,0.0,0.0,0.042647000000000004,0.05366699999999999,0.096314,0.0,0.0
Reticular nucleus of the thalamus,0.0,0.0,0.0,0.9403790000000001,0.965089,1.905468,0.0,0.0
Anteroventral preoptic nucleus,0.0,0.0,0.0,0.032582,0.030705,0.063287,0.0,0.0
"Lateral septal nucleus, ventral part",0.0,0.0,0.0,0.300649,0.24469899999999997,0.5453479999999999,0.0,0.0
"Nucleus of the lateral olfactory tract, pyramidal layer",0.0,0.0,0.0,0.059301,0.07102399999999999,0.130325,0.0,0.0
"Posterolateral visual area, layer 2/3",0.0,0.0,0.0,0.074085,0.071006,0.145091,0.0,0.0
Nucleus sagulum,0.0,0.0,0.0,0.059863,0.061955,0.12181800000000001,0.0,0.0
Anteroventral periventricular nucleus,0.0,0.0,0.0,0.057961,0.055983000000000005,0.113944,0.0,0.0
"Retrosplenial area, dorsal part, layer 6a",0.0,0.0,0.0,0.353158,0.376242,0.7293999999999999,0.0,0.0
"Retrosplenial area, lateral agranular part, layer 6b",0.0,0.0,0.0,0.018715,0.019215,0.03793,0.0,0.0
"Anteromedial visual area, layer 1",0.0,0.0,0.0,0.068726,0.08144799999999999,0.15017399999999995,0.0,0.0
Suprachiasmatic nucleus,0.0,0.0,0.0,0.021721,0.02265,0.044371,0.0,0.0
Bed nucleus of the anterior commissure,0.0,0.0,0.0,0.004072,0.003561,0.007633,0.0,0.0
"Orbital area, ventrolateral part, layer 2/3",0.0,0.0,0.0,0.184468,0.22798800000000002,0.41245600000000004,0.0,0.0
Bed nucleus of the accessory olfactory tract,0.0,0.0,0.0,0.01071,0.012190000000000001,0.0229,0.0,0.0
"Anterior cingulate area, ventral part, layer 2/3",0.0,0.0,0.0,0.25752800000000003,0.278917,0.536445,0.0,0.0
Magnocellular nucleus,0.0,0.0,0.0,0.17738199999999998,0.157614,0.334996,0.0,0.0
stria terminalis,0.0,0.0,0.0,0.188487,0.205025,0.393512,0.0,0.0
"Basolateral amygdalar nucleus, anterior part",0.0,0.0,0.0,0.293097,0.268192,0.5612889999999999,0.0,0.0
"Prelimbic area, layer 2/3",0.0,0.0,0.0,0.161577,0.166005,0.32758200000000004,0.0,0.0
