structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"Primary visual area, layer 6b",0.0,0.0,0.0,0.070866,0.07775599999999999,0.14862199999999998,0.0,0.0
Septofimbrial nucleus,0.0,0.0,0.0,0.265665,0.215246,0.480911,0.0,0.0
"Basolateral amygdalar nucleus, posterior part",0.0,0.0,0.0,0.382381,0.351343,0.7337239999999999,0.0,0.0
"Agranular insular area, posterior part, layer 6a",0.0,0.0,0.0,0.180627,0.193853,0.37448000000000004,0.0,0.0
Supragenual nucleus,0.0,0.0,0.0,0.010391,0.011285,0.021676,0.0,0.0
"Primary motor area, Layer 1",0.0,0.0,0.0,0.8418770000000001,0.810871,1.652748,0.0,0.0
Subgeniculate nucleus,0.0,0.0,0.0,0.022163,0.024293000000000002,0.046456,0.0,0.0
Suprageniculate nucleus,0.0,0.0,0.0,0.095513,0.105822,0.201335,0.0,0.0
"Basomedial amygdalar nucleus, anterior part",0.0,0.0,0.0,0.28289200000000003,0.30606300000000003,0.5889549999999999,0.0,0.0
"Agranular insular area, dorsal part, layer 2/3",0.0,0.0,0.0,0.6233390000000001,0.596617,1.2199559999999998,0.0,0.0
"Retrosplenial area, dorsal part, layer 6b",0.0,0.0,0.0,0.015847,0.015944999999999997,0.031792,0.0,0.0
Accessory supraoptic group,0.0,0.0,0.0,0.003629,0.0037890000000000003,0.007417999999999998,0.0,0.0
Septohippocampal nucleus,0.0,0.0,0.0,0.022497,0.015596,0.038093,0.0,0.0
"Perirhinal area, layer 6a",0.0,0.0,0.0,0.023432,0.024108,0.04754,0.0,0.0
superior colliculus commissure,0.0,0.0,0.0,0.0152,0.015466999999999998,0.030667000000000003,0.0,0.0
Subfornical organ,0.0,0.0,0.0,0.019094999999999997,0.018017,0.037112,0.0,0.0
Subparaventricular zone,0.0,0.0,0.0,0.042292,0.044967,0.087259,0.0,0.0
supraoptic commissures,0.0,0.0,0.0,0.010375,0.010664,0.021039,0.0,0.0
Bed nuclei of the stria terminalis,0.0,0.0,0.0,0.728143,0.691641,1.419784,0.0,0.0
"Agranular insular area, posterior part, layer 6b",0.0,0.0,0.0,0.007948,0.00818,0.016128,0.0,0.0
Preparasubthalamic nucleus,0.0,0.0,0.0,0.006263,0.005878,0.012141,0.0,0.0
Mediodorsal nucleus of thalamus,0.0,0.0,0.0,0.9936010000000001,1.047199,2.0408,0.0,0.0
"Prelimbic area, layer 5",0.0,0.0,0.0,0.382969,0.389642,0.7726109999999999,0.0,0.0
Parasubthalamic nucleus,0.0,0.0,0.0,0.084969,0.07678299999999999,0.161752,0.0,0.0
Submedial nucleus of the thalamus,0.0,0.0,0.0,0.20469500000000002,0.21179800000000001,0.416493,0.0,0.0
"Perirhinal area, layer 6b",0.0,0.0,0.0,0.005814,0.005562,0.011376,0.0,0.0
Infracerebellar nucleus,0.0,0.0,0.0,0.025764,0.039682,0.06544599999999999,0.0,0.0
"Substantia nigra, compact part",0.0,0.0,0.0,0.107894,0.09593099999999999,0.203825,0.0,0.0
"Posterolateral visual area, layer 6a",0.0,0.0,0.0,0.043058,0.042236,0.08529400000000001,0.0,0.0
cuneate fascicle,0.0,0.0,0.0,0.012405,0.011357,0.023762000000000002,0.0,0.0
"Substantia nigra, reticular part",0.0,0.0,0.0,0.692561,0.6058359999999999,1.298397,0.0,0.0
Field CA1,0.0,0.0,0.0,4.839423,4.915196,9.754619,0.0,0.0
Supraoptic nucleus,0.0,0.0,0.0,0.021945,0.02132,0.043265,0.0,0.0
"Posterolateral visual area, layer 6b",0.0,0.0,0.0,0.003961,0.003974,0.007935000000000001,0.0,0.0
ventral tegmental decussation,0.0,0.0,0.0,0.018855,0.018951,0.037806,0.0,0.0
"Anteromedial visual area, layer 4",0.0,0.0,0.0,0.033207,0.034828,0.068035,0.0,0.0
Medial amygdalar nucleus,0.0,0.0,0.0,0.842988,0.8849030000000001,1.727891,0.0,0.0
"Orbital area, lateral part, layer 2/3",0.0,0.0,0.0,0.253936,0.30659000000000003,0.560526,0.0,0.0
vestibular nerve,0.0,0.0,0.0,0.081865,0.089166,0.171031,0.0,0.0
"Subparafascicular nucleus, magnocellular part",0.0,0.0,0.0,0.042437,0.044208,0.086645,0.0,0.0
"Lateral visual area, layer 1",0.0,0.0,0.0,0.0899,0.08913299999999999,0.179033,0.0,0.0
"Subparafascicular nucleus, parvicellular part",0.0,0.0,0.0,0.09256900000000001,0.090246,0.182815,0.0,0.0
Field CA2,0.0,0.0,0.0,0.23014600000000002,0.254524,0.4846699999999999,0.0,0.0
medial corticohypothalmic tract,0.0,0.0,0.0,0.005512,0.005418999999999999,0.010931,0.0,0.0
"Spinal nucleus of the trigeminal, caudal part",0.0,0.0,0.0,1.359232,1.433103,2.792335,0.0,0.0
"Retrosplenial area, ventral part, layer 2/3",0.0,0.0,0.0,0.41701800000000006,0.439478,0.8564959999999999,0.0,0.0
"Anteromedial visual area, layer 5",0.0,0.0,0.0,0.12764799999999998,0.13419899999999998,0.26184699999999994,0.0,0.0
"Retrosplenial area, dorsal part, layer 2/3",0.0,0.0,0.0,0.41329399999999994,0.449628,0.862922,0.0,0.0
columns of the fornix,0.0,0.0,0.0,0.142487,0.131382,0.27386900000000003,0.0,0.0
"Spinal nucleus of the trigeminal, interpolar part",0.0,0.0,0.0,0.922629,1.352286,2.274915,0.0,0.0
"Orbital area, lateral part, layer 6a",0.0,0.0,0.0,0.202683,0.231794,0.43447700000000006,0.0,0.0
"Anteromedial visual area, layer 6b",0.0,0.0,0.0,0.013529,0.014311,0.02784,0.0,0.0
"Retrosplenial area, dorsal part, layer 1",0.0,0.0,0.0,0.331025,0.350672,0.681697,0.0,0.0
dorsal hippocampal commissure,0.0,0.0,0.0,0.476978,0.491472,0.96845,0.0,0.0
"Spinal nucleus of the trigeminal, oral part",0.0,0.0,0.0,0.321017,0.353023,0.67404,0.0,0.0
"Orbital area, lateral part, layer 1",0.0,0.0,0.0,0.14893,0.196926,0.345856,0.0,0.0
ventral hippocampal commissure,0.0,0.0,0.0,0.058708,0.050513,0.10922099999999997,0.0,0.0
"Primary somatosensory area, upper limb, layer 1",0.0,0.0,0.0,0.219869,0.220754,0.44062299999999993,0.0,0.0
Median preoptic nucleus,0.0,0.0,0.0,0.018626,0.018157,0.036783,0.0,0.0
"Posterior auditory area, layer 6b",0.0,0.0,0.0,0.0072359999999999985,0.007241,0.014477,0.0,0.0
Midbrain trigeminal nucleus,0.0,0.0,0.0,0.004637,0.004873,0.00951,0.0,0.0
"Primary somatosensory area, trunk, layer 6b",0.0,0.0,0.0,0.01652,0.01804,0.03456,0.0,0.0
Field CA3,0.0,0.0,0.0,3.068524,3.103739,6.172263,0.0,0.0
alveus,0.0,0.0,0.0,0.8964540000000001,0.968356,1.86481,0.0,0.0
"posteromedial visual area, layer 6b",0.0,0.0,0.0,0.013793000000000001,0.014425,0.028218,0.0,0.0
Subthalamic nucleus,0.0,0.0,0.0,0.080954,0.078466,0.15942,0.0,0.0
Striatum,0.0,0.0,0.0,1.347681,1.241845,2.589526,0.0,0.0
brachium of the inferior colliculus,0.0,0.0,0.0,0.11458800000000001,0.10136,0.215948,0.0,0.0
Medial habenula,0.0,0.0,0.0,0.175778,0.214381,0.39015900000000003,0.0,0.0
"Orbital area, medial part, layer 1",0.0,0.0,0.0,0.164273,0.182325,0.346598,0.0,0.0
"Orbital area, lateral part, layer 6b",0.0,0.0,0.0,0.019491,0.020955,0.040446,0.0,0.0
"posteromedial visual area, layer 4",0.0,0.0,0.0,0.047013,0.050112000000000004,0.097125,0.0,0.0
Subiculum,0.0,0.0,0.0,1.111478,0.963824,2.075302,0.0,0.0
dorsal acoustic stria,0.0,0.0,0.0,0.005662,0.007821999999999999,0.013484000000000001,0.0,0.0
"Primary somatosensory area, lower limb, layer 6b",0.0,0.0,0.0,0.036088,0.035869,0.07195700000000001,0.0,0.0
Cerebellum,0.0,0.0,0.0,0.343858,0.428346,0.772204,0.0,0.0
Medial preoptic nucleus,0.0,0.0,0.0,0.16461099999999998,0.162775,0.32738599999999995,0.0,0.0
"Ventral auditory area, layer 6a",0.0,0.0,0.0,0.119229,0.142336,0.261565,0.0,0.0
Medial preoptic area,0.0,0.0,0.0,0.22759200000000002,0.20773000000000003,0.43532200000000004,0.0,0.0
Supramammillary nucleus,0.0,0.0,0.0,0.093553,0.096108,0.189661,0.0,0.0
"Dorsal auditory area, layer 1",0.0,0.0,0.0,0.095767,0.11313,0.20889699999999997,0.0,0.0
dorsal fornix,0.0,0.0,0.0,0.024390000000000002,0.024990000000000002,0.049379999999999986,0.0,0.0
Medial pretectal area,0.0,0.0,0.0,0.021889,0.020207,0.042096,0.0,0.0
dorsal limb,0.0,0.0,0.0,0.045855,0.070824,0.11667899999999999,0.0,0.0
"Retrosplenial area, ventral part, layer 1",0.0,0.0,0.0,0.389017,0.400652,0.789669,0.0,0.0
"Entorhinal area, medial part, dorsal zone, layer 2",0.0,0.0,0.0,0.51883,0.457024,0.9758540000000001,0.0,0.0
"Central amygdalar nucleus, capsular part",0.0,0.0,0.0,0.123008,0.120313,0.243321,0.0,0.0
"Retrosplenial area, dorsal part, layer 4",0.0,0.0,0.0,1e-06,1e-06,2e-06,0.0,0.0
"Central amygdalar nucleus, lateral part",0.0,0.0,0.0,0.108144,0.10531099999999999,0.213455,0.0,0.0
dorsal spinocerebellar tract,0.0,0.0,0.0,0.06437000000000001,0.075347,0.13971699999999998,0.0,0.0
"Infralimbic area, layer 2/3",0.0,0.0,0.0,0.07203699999999999,0.064747,0.136784,0.0,0.0
"Primary somatosensory area, nose, layer 1",0.0,0.0,0.0,0.176903,0.207601,0.384504,0.0,0.0
"Central amygdalar nucleus, medial part",0.0,0.0,0.0,0.330791,0.336991,0.667782,0.0,0.0
Medial septal nucleus,0.0,0.0,0.0,0.173906,0.147725,0.321631,0.0,0.0
"posteromedial visual area, layer 5",0.0,0.0,0.0,0.135238,0.144905,0.28014300000000003,0.0,0.0
"Lateral visual area, layer 4",0.0,0.0,0.0,0.080713,0.07807499999999999,0.15878799999999998,0.0,0.0
Tegmental reticular nucleus,0.0,0.0,0.0,0.375666,0.365361,0.741027,0.0,0.0
Central lateral nucleus of the thalamus,0.0,0.0,0.0,0.258317,0.29592,0.5542369999999999,0.0,0.0
Accessory facial motor nucleus,0.0,0.0,0.0,0.004013,0.0033979999999999995,0.007411,0.0,0.0
"Primary somatosensory area, upper limb, layer 4",0.0,0.0,0.0,0.265308,0.269538,0.5348459999999999,0.0,0.0
external capsule,0.0,0.0,0.0,0.405613,0.405916,0.811529,0.0,0.0
Nucleus of the brachium of the inferior colliculus,0.0,0.0,0.0,0.044236000000000004,0.046123000000000004,0.09035900000000001,0.0,0.0
Triangular nucleus of septum,0.0,0.0,0.0,0.203409,0.17316099999999998,0.37657,0.0,0.0
"Orbital area, medial part, layer 2/3",0.0,0.0,0.0,0.115531,0.135242,0.250773,0.0,0.0
Claustrum,0.0,0.0,0.0,0.24010900000000002,0.241489,0.481598,0.0,0.0
"Anterior cingulate area, ventral part, layer 1",0.0,0.0,0.0,0.23782,0.246248,0.484068,0.0,0.0
"Retrosplenial area, ventral part, layer 6a",0.0,0.0,0.0,0.32476900000000003,0.339954,0.664723,0.0,0.0
Central linear nucleus raphe,0.0,0.0,0.0,0.042931,0.041797,0.084728,0.0,0.0
"Primary visual area, layer 1",0.0,0.0,0.0,0.509482,0.510798,1.0202799999999999,0.0,0.0
fasciculus retroflexus,0.0,0.0,0.0,0.092931,0.100625,0.193556,0.0,0.0
Diagonal band nucleus,0.0,0.0,0.0,0.288235,0.274579,0.5628139999999999,0.0,0.0
"Taenia tecta, dorsal part",0.0,0.0,0.0,0.318179,0.26133,0.579509,0.0,0.0
"Ventral auditory area, layer 6b",0.0,0.0,0.0,0.01902,0.0231,0.04212,0.0,0.0
Central medial nucleus of the thalamus,0.0,0.0,0.0,0.188623,0.186223,0.374846,0.0,0.0
"Dorsal auditory area, layer 2/3",0.0,0.0,0.0,0.14562999999999998,0.167957,0.31358699999999995,0.0,0.0
"Anterolateral visual area, layer 6a",0.0,0.0,0.0,0.044232,0.045227,0.089459,0.0,0.0
fimbria,0.0,0.0,0.0,1.648564,1.658349,3.306913,0.0,0.0
Nucleus incertus,0.0,0.0,0.0,0.0575,0.05636,0.11386,0.0,0.0
"Taenia tecta, ventral part",0.0,0.0,0.0,0.35930100000000004,0.315267,0.6745680000000001,0.0,0.0
"Orbital area, ventrolateral part, layer 6a",0.0,0.0,0.0,0.10404100000000001,0.107707,0.211748,0.0,0.0
"Retrosplenial area, dorsal part, layer 5",0.0,0.0,0.0,0.5189630000000001,0.564975,1.0839379999999998,0.0,0.0
habenular commissure,0.0,0.0,0.0,0.024807,0.027461000000000003,0.052268,0.0,0.0
Nucleus of the lateral lemniscus,0.0,0.0,0.0,0.331281,0.318831,0.650112,0.0,0.0
"Lateral visual area, layer 5",0.0,0.0,0.0,0.140388,0.134621,0.27500899999999995,0.0,0.0
Cuneiform nucleus,0.0,0.0,0.0,0.32623,0.35447199999999995,0.6807019999999999,0.0,0.0
"Orbital area, medial part, layer 5",0.0,0.0,0.0,0.174901,0.205785,0.380686,0.0,0.0
Motor nucleus of trigeminal,0.0,0.0,0.0,0.212181,0.18969,0.401871,0.0,0.0
"Retrosplenial area, ventral part, layer 6b",0.0,0.0,0.0,0.024385,0.024629,0.049014,0.0,0.0
Nucleus of the optic tract,0.0,0.0,0.0,0.151962,0.144179,0.296141,0.0,0.0
Ventral anterior-lateral complex of the thalamus,0.0,0.0,0.0,0.701013,0.664484,1.365497,0.0,0.0
"Orbital area, lateral part, layer 5",0.0,0.0,0.0,0.4979,0.5769639999999999,1.0748639999999998,0.0,0.0
"Dentate gyrus, granule cell layer",0.0,0.0,0.0,0.767153,0.836764,1.603917,0.0,0.0
inferior colliculus commissure,0.0,0.0,0.0,0.007417999999999998,0.007219,0.014637,0.0,0.0
Nucleus of the posterior commissure,0.0,0.0,0.0,0.175153,0.165295,0.34044800000000003,0.0,0.0
"Gustatory areas, layer 6a",0.0,0.0,0.0,0.175377,0.182183,0.35756,0.0,0.0
Nucleus of the trapezoid body,0.0,0.0,0.0,0.083123,0.07598300000000001,0.159106,0.0,0.0
"Posterior auditory area, layer 2/3",0.0,0.0,0.0,0.06739099999999999,0.067426,0.13481700000000002,0.0,0.0
"Anterolateral visual area, layer 6b",0.0,0.0,0.0,0.008598,0.008619,0.017217,0.0,0.0
Abducens nucleus,0.0,0.0,0.0,0.018969999999999997,0.019004,0.037974,0.0,0.0
"Primary somatosensory area, nose, layer 4",0.0,0.0,0.0,0.19983800000000002,0.224863,0.424701,0.0,0.0
"Secondary motor area, layer 1",0.0,0.0,0.0,1.062978,1.084069,2.147047,0.0,0.0
Facial motor nucleus,0.0,0.0,0.0,0.49388999999999994,0.492438,0.9863280000000001,0.0,0.0
"Gustatory areas, layer 6b",0.0,0.0,0.0,0.016023,0.016672,0.032695,0.0,0.0
"Entorhinal area, medial part, dorsal zone, layer 3",0.0,0.0,0.0,0.416115,0.354794,0.7709090000000001,0.0,0.0
"lateral olfactory tract, body",0.0,0.0,0.0,0.6978099999999999,0.614158,1.3119679999999998,0.0,0.0
"Frontal pole, layer 2/3",0.0,0.0,0.0,0.073313,0.088988,0.162301,0.0,0.0
"Primary somatosensory area, trunk, layer 2/3",0.0,0.0,0.0,0.213404,0.213154,0.426558,0.0,0.0
"Retrosplenial area, lateral agranular part, layer 1",0.0,0.0,0.0,0.173153,0.188327,0.36148,0.0,0.0
Caudoputamen,0.0,0.0,0.0,13.281123999999998,13.310118,26.591241999999998,0.0,0.0
mammillary peduncle,0.0,0.0,0.0,0.014301,0.013438,0.027739,0.0,0.0
"Agranular insular area, ventral part, layer 6a",0.0,0.0,0.0,0.080206,0.073206,0.153412,0.0,0.0
"Dorsal auditory area, layer 4",0.0,0.0,0.0,0.057411000000000004,0.064439,0.12185,0.0,0.0
Superior central nucleus raphe,0.0,0.0,0.0,0.356864,0.372633,0.7294970000000001,0.0,0.0
"Orbital area, ventrolateral part, layer 6b",0.0,0.0,0.0,0.004806,0.004872,0.009678,0.0,0.0
mammillotegmental tract,0.0,0.0,0.0,0.033201,0.03365,0.066851,0.0,0.0
Ventral medial nucleus of the thalamus,0.0,0.0,0.0,0.6916939999999999,0.68286,1.3745539999999998,0.0,0.0
Ventrolateral preoptic nucleus,0.0,0.0,0.0,0.022799,0.021207,0.044006,0.0,0.0
mammilothalmic tract,0.0,0.0,0.0,0.076115,0.078829,0.154944,0.0,0.0
"Perirhinal area, layer 5",0.0,0.0,0.0,0.080748,0.085647,0.16639500000000002,0.0,0.0
"Agranular insular area, ventral part, layer 2/3",0.0,0.0,0.0,0.33041,0.301584,0.631994,0.0,0.0
"Posterior auditory area, layer 1",0.0,0.0,0.0,0.056918,0.060861,0.117779,0.0,0.0
"Agranular insular area, ventral part, layer 6b",0.0,0.0,0.0,0.0012,0.00119,0.00239,0.0,0.0
"Primary somatosensory area, nose, layer 5",0.0,0.0,0.0,0.21319699999999997,0.23129299999999997,0.44448999999999994,0.0,0.0
Cortical subplate,0.0,0.0,0.0,0.1882,0.18544000000000002,0.37364,0.0,0.0
"Agranular insular area, ventral part, layer 1",0.0,0.0,0.0,0.161903,0.160381,0.322284,0.0,0.0
Olivary pretectal nucleus,0.0,0.0,0.0,0.047228,0.041072000000000004,0.08829999999999999,0.0,0.0
"Infralimbic area, layer 1",0.0,0.0,0.0,0.079141,0.075005,0.154146,0.0,0.0
Cuneate nucleus,0.0,0.0,0.0,0.24641999999999997,0.193524,0.43994399999999995,0.0,0.0
Ventral posterolateral nucleus of the thalamus,0.0,0.0,0.0,0.521015,0.54984,1.070855,0.0,0.0
"Primary visual area, layer 4",0.0,0.0,0.0,0.418523,0.43176800000000004,0.8502909999999999,0.0,0.0
"Ventral posterolateral nucleus of the thalamus, parvicellular part",0.0,0.0,0.0,0.060525,0.057013,0.117538,0.0,0.0
"Entorhinal area, medial part, dorsal zone, layer 5",0.0,0.0,0.0,0.404008,0.336242,0.74025,0.0,0.0
arbor vitae,0.0,0.0,0.0,2.38154,3.162927,5.544466999999999,0.0,0.0
"Temporal association areas, layer 6a",0.0,0.0,0.0,0.24236799999999997,0.249531,0.491899,0.0,0.0
"Medial mammillary nucleus, median part",0.0,0.0,0.0,0.024745,0.025653,0.050398,0.0,0.0
Ventral posteromedial nucleus of the thalamus,0.0,0.0,0.0,1.040414,1.068415,2.108829,0.0,0.0
"Primary auditory area, layer 1",0.0,0.0,0.0,0.207294,0.24617199999999997,0.453466,0.0,0.0
"Ventral posteromedial nucleus of the thalamus, parvicellular part",0.0,0.0,0.0,0.13955,0.14829299999999998,0.287843,0.0,0.0
"Entorhinal area, medial part, dorsal zone, layer 6",0.0,0.0,0.0,0.285697,0.23159699999999997,0.5172939999999999,0.0,0.0
cerebellar commissure,0.0,0.0,0.0,0.029763,0.029379000000000002,0.05914199999999999,0.0,0.0
Ventral tegmental area,0.0,0.0,0.0,0.219962,0.218533,0.438495,0.0,0.0
"Posterolateral visual area, layer 1",0.0,0.0,0.0,0.06851399999999999,0.069386,0.1379,0.0,0.0
principal mammillary tract,0.0,0.0,0.0,0.013742,0.014384000000000001,0.028126,0.0,0.0
"Ventral auditory area, layer 2/3",0.0,0.0,0.0,0.220788,0.264778,0.485566,0.0,0.0
Ventral tegmental nucleus,0.0,0.0,0.0,0.020476,0.020626,0.041102,0.0,0.0
"Posterior auditory area, layer 4",0.0,0.0,0.0,0.032782,0.031356,0.064138,0.0,0.0
Vascular organ of the lamina terminalis,0.0,0.0,0.0,0.002705,0.002638,0.005343,0.0,0.0
"Secondary motor area, layer 5",0.0,0.0,0.0,1.9634169999999997,2.118457,4.081874,0.0,0.0
"Anterior cingulate area, ventral part, layer 5",0.0,0.0,0.0,0.59809,0.6485529999999999,1.246643,0.0,0.0
"Primary visual area, layer 5",0.0,0.0,0.0,0.6387539999999999,0.67538,1.314134,0.0,0.0
Posterior amygdalar nucleus,0.0,0.0,0.0,0.393438,0.399073,0.792511,0.0,0.0
Nucleus y,0.0,0.0,0.0,0.007312999999999999,0.012414,0.019727,0.0,0.0
"Agranular insular area, dorsal part, layer 6a",0.0,0.0,0.0,0.31845100000000004,0.331548,0.649999,0.0,0.0
corticospinal tract,0.0,0.0,0.0,0.043404000000000005,0.04352,0.086924,0.0,0.0
"Temporal association areas, layer 6b",0.0,0.0,0.0,0.04163,0.042758,0.08438799999999999,0.0,0.0
"Posterior auditory area, layer 5",0.0,0.0,0.0,0.07772000000000001,0.074199,0.151919,0.0,0.0
spinal tract of the trigeminal nerve,0.0,0.0,0.0,0.601412,0.658596,1.260008,0.0,0.0
facial nerve,0.0,0.0,0.0,0.051707,0.053283000000000004,0.10499000000000001,0.0,0.0
"Agranular insular area, ventral part, layer 5",0.0,0.0,0.0,0.32261300000000004,0.293527,0.6161399999999999,0.0,0.0
stria medullaris,0.0,0.0,0.0,0.192828,0.176981,0.369809,0.0,0.0
Pallidum,0.0,0.0,0.0,0.59559,0.578534,1.174124,0.0,0.0
Fields of Forel,0.0,0.0,0.0,0.154387,0.14347100000000002,0.297858,0.0,0.0
"posteromedial visual area, layer 1",0.0,0.0,0.0,0.046233,0.08519199999999999,0.131425,0.0,0.0
"Supplemental somatosensory area, layer 2/3",0.0,0.0,0.0,1.045942,1.2448620000000001,2.290804,0.0,0.0
"Anterior cingulate area, ventral part, 6a",0.0,0.0,0.0,0.254598,0.262829,0.5174270000000001,0.0,0.0
"Inferior colliculus, central nucleus",0.0,0.0,0.0,0.658859,0.6816679999999999,1.3405269999999998,0.0,0.0
superior cerebellar peduncle decussation,0.0,0.0,0.0,0.024954,0.024781,0.049735,0.0,0.0
Dorsal peduncular area,0.0,0.0,0.0,0.252722,0.209485,0.462207,0.0,0.0
"Anterior cingulate area, ventral part, 6b",0.0,0.0,0.0,0.045326,0.045165,0.090491,0.0,0.0
"Inferior colliculus, dorsal nucleus",0.0,0.0,0.0,0.7541640000000001,0.707708,1.4618719999999998,0.0,0.0
"Primary visual area, layer 2/3",0.0,0.0,0.0,0.814234,0.8292780000000001,1.643512,0.0,0.0
"Infralimbic area, layer 5",0.0,0.0,0.0,0.168828,0.145036,0.31386400000000003,0.0,0.0
"Inferior colliculus, external nucleus",0.0,0.0,0.0,0.961519,0.934477,1.895996,0.0,0.0
Dorsomedial nucleus of the hypothalamus,0.0,0.0,0.0,0.23421,0.245901,0.480111,0.0,0.0
"Agranular insular area, dorsal part, layer 6b",0.0,0.0,0.0,0.019949,0.019954,0.039903,0.0,0.0
oculomotor nerve,0.0,0.0,0.0,0.003366,0.003301,0.006666999999999999,0.0,0.0
"Superior colliculus, zonal layer",0.0,0.0,0.0,0.158734,0.15184499999999998,0.31057899999999994,0.0,0.0
"Primary somatosensory area, nose, layer 2/3",0.0,0.0,0.0,0.24245,0.28905,0.5315,0.0,0.0
"Superior colliculus, superficial gray layer",0.0,0.0,0.0,0.5404639999999999,0.509613,1.0500770000000001,0.0,0.0
Parasubiculum,0.0,0.0,0.0,0.479662,0.422695,0.902357,0.0,0.0
Dentate nucleus,0.0,0.0,0.0,0.083051,0.195864,0.278915,0.0,0.0
optic nerve,0.0,0.0,0.0,0.020549,0.02091,0.041459,0.0,0.0
"Visceral area, layer 6b",0.0,0.0,0.0,0.02023,0.020251,0.040481,0.0,0.0
uncinate fascicle,0.0,0.0,0.0,0.037682,0.04213,0.079812,0.0,0.0
"Superior colliculus, optic layer",0.0,0.0,0.0,0.316939,0.300235,0.6171739999999999,0.0,0.0
"Primary somatosensory area, upper limb, layer 2/3",0.0,0.0,0.0,0.47409700000000005,0.477223,0.95132,0.0,0.0
"Visceral area, layer 6a",0.0,0.0,0.0,0.21138400000000002,0.207518,0.41890200000000005,0.0,0.0
Parasolitary nucleus,0.0,0.0,0.0,0.026060000000000003,0.017963999999999997,0.044024,0.0,0.0
"Supplemental somatosensory area, layer 6a",0.0,0.0,0.0,0.76947,0.836008,1.605478,0.0,0.0
ventral spinocerebellar tract,0.0,0.0,0.0,0.122145,0.129864,0.25200900000000004,0.0,0.0
"Posterolateral visual area, layer 4",0.0,0.0,0.0,0.014324000000000002,0.013282,0.027606,0.0,0.0
Dorsal nucleus raphe,0.0,0.0,0.0,0.06579499999999999,0.065577,0.13137200000000002,0.0,0.0
Parabigeminal nucleus,0.0,0.0,0.0,0.028427,0.026795,0.055221999999999986,0.0,0.0
Dorsal tegmental nucleus,0.0,0.0,0.0,0.052713,0.051749,0.10446199999999999,0.0,0.0
"Primary motor area, Layer 6b",0.0,0.0,0.0,0.104278,0.104992,0.20926999999999998,0.0,0.0
amygdalar capsule,0.0,0.0,0.0,0.064755,0.06195,0.12670499999999998,0.0,0.0
"Perirhinal area, layer 2/3",0.0,0.0,0.0,0.20547100000000001,0.204947,0.410418,0.0,0.0
"Primary somatosensory area, nose, layer 6a",0.0,0.0,0.0,0.315836,0.341904,0.65774,0.0,0.0
"Supplemental somatosensory area, layer 6b",0.0,0.0,0.0,0.078466,0.08588699999999999,0.16435299999999994,0.0,0.0
"Visceral area, layer 1",0.0,0.0,0.0,0.249089,0.227081,0.47617,0.0,0.0
"anterior commissure, olfactory limb",0.0,0.0,0.0,0.298973,0.361203,0.660176,0.0,0.0
"Posterolateral visual area, layer 5",0.0,0.0,0.0,0.092298,0.08572300000000001,0.17802099999999998,0.0,0.0
External cuneate nucleus,0.0,0.0,0.0,0.139987,0.119774,0.259761,0.0,0.0
"Anterolateral visual area, layer 2/3",0.0,0.0,0.0,0.087521,0.091409,0.17892999999999998,0.0,0.0
Paracentral nucleus,0.0,0.0,0.0,0.183634,0.196493,0.380127,0.0,0.0
"anterior commissure, temporal limb",0.0,0.0,0.0,0.11821,0.112584,0.230794,0.0,0.0
"Orbital area, medial part, layer 6a",0.0,0.0,0.0,0.084799,0.07785399999999999,0.162653,0.0,0.0
trochlear nerve,0.0,0.0,0.0,0.004128,0.004102000000000001,0.00823,0.0,0.0
Lingula (I),0.0,0.0,0.0,0.062081,0.061694000000000006,0.123775,0.0,0.0
Posterodorsal preoptic nucleus,0.0,0.0,0.0,0.005627999999999999,0.005039999999999999,0.010668,0.0,0.0
brachium of the superior colliculus,0.0,0.0,0.0,0.104769,0.11199500000000001,0.21676399999999998,0.0,0.0
cerebal peduncle,0.0,0.0,0.0,0.34685,0.32915700000000003,0.676007,0.0,0.0
"Anterior cingulate area, dorsal part, layer 6b",0.0,0.0,0.0,0.017143000000000002,0.017366,0.034509,0.0,0.0
"Primary somatosensory area, nose, layer 6b",0.0,0.0,0.0,0.020786000000000002,0.023129,0.043915,0.0,0.0
Parafascicular nucleus,0.0,0.0,0.0,0.32307800000000003,0.354249,0.677327,0.0,0.0
Pontine gray,0.0,0.0,0.0,0.436012,0.44653400000000004,0.8825459999999999,0.0,0.0
"Anterior cingulate area, dorsal part, layer 1",0.0,0.0,0.0,0.289716,0.286015,0.575731,0.0,0.0
Declive (VI),0.0,0.0,0.0,1.328884,1.466158,2.795042,0.0,0.0
"Nucleus ambiguus, dorsal division",0.0,0.0,0.0,0.01083,0.016974,0.027804000000000002,0.0,0.0
cingulum bundle,0.0,0.0,0.0,0.7815639999999999,0.782281,1.5638450000000002,0.0,0.0
Folium-tuber vermis (VII),0.0,0.0,0.0,0.414134,0.469534,0.8836679999999999,0.0,0.0
Posterior hypothalamic nucleus,0.0,0.0,0.0,0.400556,0.415166,0.8157220000000001,0.0,0.0
vomeronasal nerve,0.0,0.0,0.0,0.005152,0.005919,0.011071,0.0,0.0
"Primary somatosensory area, mouth, layer 4",0.0,0.0,0.0,0.41144200000000003,0.43286099999999994,0.844303,0.0,0.0
